$S PC/LIMS V1
$S Devices V1
$S device PC Control V1
P 3.0	S 2213520755
$E
$S device 841 Titrando V1
P 5.841.0014	S 02102
$S ADC1
ADC 3.770.0110	S 08679
$E
$S MSB1
$S 801
S 06255	
$E
$E
$S MSB3
$S 800
S 06203	
$E
$E
$E
$E
$S Sample data V1
240815_Anoxic_V2_1.50		10.0	mL
$E
$S MPL V1
$S Mode 1
1	0.0	6.766	10.00000	0.0	25.0
2	21.3	6.773	10.00000	0.0	25.0
3	22.0	6.773	10.01900	1661.5	25.0
4	24.0	6.770	10.11600	3187.9	25.0
5	26.0	6.757	10.27200	4517.9	25.0
6	28.0	6.750	10.47800	6047.5	25.0
7	30.0	6.736	10.72900	7397.6	25.0
8	32.0	6.727	11.01900	8577.6	25.0
9	34.0	6.713	11.34300	9660.3	25.0
10	36.0	6.695	11.67700	10061.0	25.0
11	38.0	6.679	12.01000	9991.8	25.0
12	40.0	6.657	12.34300	9997.4	25.0
13	42.0	6.639	12.67600	9988.8	25.0
14	44.0	6.641	13.00900	10002.4	25.0
15	46.0	6.633	13.34200	9991.2	25.0
16	48.0	6.607	13.67500	9993.3	25.0
17	50.0	6.579	14.00900	9995.2	25.0
18	52.0	6.547	14.34200	9990.5	25.0
19	54.0	6.536	14.67500	9995.2	25.0
20	56.0	6.554	15.00800	9988.8	25.0
21	58.0	6.544	15.34100	10000.7	25.0
22	60.0	6.483	15.67400	9990.6	25.0
23	62.0	6.461	16.00700	9994.8	25.0
24	64.0	6.438	16.34100	9993.0	25.0
25	66.0	6.449	16.67400	9992.7	25.0
26	68.0	6.387	17.00700	9995.2	25.0
27	70.0	6.439	17.34000	9990.7	25.0
28	72.0	6.432	17.67300	9999.8	25.0
29	74.0	6.435	18.00600	9992.5	25.0
30	76.0	6.436	18.33900	10001.2	25.0
31	78.0	6.411	18.67300	9989.9	25.0
32	80.0	6.399	19.00600	9990.8	25.0
33	82.0	6.345	19.33900	9997.4	25.0
34	84.0	6.355	19.67200	9988.8	25.0
35	86.0	6.345	20.00000	9995.1	25.0
36	107.3	6.391	20.00600	9966.6	25.0
37	108.0	6.391	20.12200	9545.9	25.0
38	110.0	6.349	20.45600	9833.9	25.0
39	112.0	6.347	20.78900	9988.6	25.0
40	114.0	6.299	21.12200	9997.4	25.0
41	116.0	6.254	21.45500	9989.6	25.0
42	118.0	6.267	21.78800	10003.6	25.0
43	120.0	6.245	22.12100	9991.2	25.0
44	122.0	6.258	22.45400	9994.7	25.0
45	124.0	6.247	22.78800	9995.1	25.0
46	126.0	6.239	23.12100	9991.1	25.0
47	128.0	6.240	23.45400	9999.0	25.0
48	130.0	6.146	23.78700	9989.6	25.0
49	132.0	6.164	24.12000	10003.6	25.0
50	134.0	6.083	24.45300	9992.5	25.0
51	136.0	6.089	24.78600	10001.2	25.0
52	138.0	6.115	25.12000	9991.0	25.0
53	140.0	6.111	25.45300	9991.1	25.0
54	142.0	6.083	25.78600	9999.4	25.0
55	144.0	6.074	26.11900	9988.8	25.0
56	146.0	6.069	26.45200	9998.6	25.0
57	148.0	5.928	26.78500	9994.6	25.0
58	150.0	6.033	27.11800	9995.1	25.0
59	152.0	6.027	27.45200	9994.9	25.0
60	154.0	5.986	27.78500	9992.7	25.0
61	156.0	6.000	28.11800	9995.2	25.0
62	158.0	5.940	28.45100	9989.6	25.0
63	160.0	5.883	28.78400	10003.6	25.0
64	162.0	5.884	29.11700	9991.2	25.0
65	164.0	5.874	29.45000	9996.2	25.0
66	166.0	5.725	29.78400	9993.0	25.0
67	188.6	6.038	30.01100	9996.9	25.0
68	190.0	5.959	30.24400	9794.8	25.0
69	192.0	5.911	30.57700	10019.2	25.0
70	194.0	5.913	30.91000	9991.5	25.0
71	196.0	5.679	31.24300	9994.3	25.0
