$S PC/LIMS V1
$S Devices V1
$S device PC Control V1
P 3.0	S 2213520755
$E
$S device 841 Titrando V1
P 5.841.0014	S 02102
$S ADC1
ADC 3.770.0110	S 08679
$E
$S MSB1
$S 801
S 06255	
$E
$E
$S MSB3
$S 800
S 06203	
$E
$E
$E
$E
$S Sample data V1
240815_Anoxic_V2_4.50		10.0	mL
$E
$S MPL V1
$S Mode 1
1	0.0	6.172	20.00000	0.0	25.0
2	21.3	6.177	20.00000	0.0	25.0
3	22.0	6.178	20.01800	1892.3	25.0
4	24.0	6.163	20.11500	3218.6	25.0
5	26.0	6.148	20.27100	4518.1	25.0
6	28.0	6.140	20.47800	6055.1	25.0
7	30.0	6.131	20.72900	7390.9	25.0
8	32.0	6.101	21.01900	8593.4	25.0
9	34.0	6.110	21.34300	9655.7	25.0
10	36.0	6.057	21.67700	10064.6	25.0
11	38.0	6.056	22.01000	9997.1	25.0
12	40.0	6.029	22.34300	9993.3	25.0
13	42.0	6.009	22.67600	9993.6	25.0
14	44.0	5.939	23.00900	9998.0	25.0
15	46.0	5.939	23.34200	9992.7	25.0
16	48.0	5.958	23.67500	9992.6	25.0
17	50.0	5.933	24.00900	9994.9	25.0
18	52.0	5.938	24.34200	9996.1	25.0
19	54.0	5.938	24.67500	9994.4	25.0
20	56.0	5.913	25.00800	9988.4	25.0
21	58.0	5.892	25.34100	9999.1	25.0
22	60.0	5.843	25.67400	9993.4	25.0
23	62.0	5.856	26.00700	9998.4	25.0
24	64.0	5.783	26.34100	9997.9	25.0
25	66.0	5.754	26.67400	9995.1	25.0
26	68.0	5.764	27.00700	9995.0	25.0
27	70.0	5.782	27.34000	9988.4	25.0
28	72.0	5.753	27.67300	9994.8	25.0
29	74.0	5.746	28.00600	9996.1	25.0
30	76.0	5.546	28.33900	9997.0	25.0
31	78.0	5.598	28.67300	9992.9	25.0
32	80.0	5.604	29.00600	9995.2	25.0
33	82.0	5.585	29.33900	9996.5	25.0
34	84.0	5.547	29.67200	9990.7	25.0
35	86.0	5.540	30.00000	9989.6	25.0
36	107.3	5.711	30.00600	9960.9	25.0
37	108.0	5.711	30.12300	9557.2	25.0
38	110.0	5.577	30.45600	9844.8	25.0
39	112.0	5.528	30.78900	9990.5	25.0
40	114.0	5.479	31.12300	10000.3	25.0
41	116.0	5.472	31.45600	9992.4	25.0
42	118.0	5.462	31.78900	9993.1	25.0
43	120.0	5.392	32.12200	9996.1	25.0
44	122.0	5.266	32.45500	9992.8	25.0
45	124.0	5.218	32.78800	9995.1	25.0
46	126.0	5.283	33.12100	9992.7	25.0
47	128.0	5.195	33.45400	9997.0	25.0
48	130.0	5.056	33.78800	9997.9	25.0
49	132.0	5.037	34.05000	8199.2	25.0
50	134.0	5.020	34.30400	7173.3	25.0
51	136.0	4.990	34.51500	7308.8	25.0
52	138.0	5.090	34.55700	1511.5	25.0
53	140.0	5.177	34.62900	1867.9	25.0
54	142.0	5.226	34.76000	3656.1	25.0
