$S PC/LIMS V1
$S Devices V1
$S device PC Control V1
P 3.0	S 2213520755
$E
$S device 841 Titrando V1
P 5.841.0014	S 02102
$S ADC1
ADC 3.770.0110	S 08679
$E
$S MSB1
$S 801
S 06255	
$E
$E
$S MSB3
$S 800
S 06203	
$E
$E
$E
$E
$S Sample data V1
240814_Anoxic_V2_4.36		10.0	mL
$E
$S MPL V1
$S Mode 1
1	0.0	6.449	10.00000	0.0	25.0
2	21.3	6.458	10.00000	0.0	25.0
3	22.0	6.457	10.01800	1892.3	25.0
4	24.0	6.450	10.11500	3216.9	25.0
5	26.0	6.441	10.27100	4519.4	25.0
6	28.0	6.412	10.47800	6051.1	25.0
7	30.0	6.417	10.72900	7392.5	25.0
8	32.0	6.396	11.01900	8587.2	25.0
9	34.0	6.368	11.34400	9657.2	25.0
10	36.0	6.343	11.67700	10055.9	25.0
11	38.0	6.289	12.01000	9996.1	25.0
12	40.0	6.286	12.34300	9993.3	25.0
13	42.0	6.293	12.67600	10002.2	25.0
14	44.0	6.281	13.00900	9992.5	25.0
15	46.0	6.267	13.34200	9992.5	25.0
16	48.0	6.236	13.67600	9997.3	25.0
17	50.0	6.193	14.00900	9990.1	25.0
18	52.0	6.203	14.34200	9998.8	25.0
19	54.0	6.175	14.67500	9991.1	25.0
20	56.0	6.148	15.00800	9996.1	25.0
21	58.0	6.128	15.34100	9996.5	25.0
22	60.0	6.090	15.67400	9993.8	25.0
23	62.0	6.103	16.00800	9995.2	25.0
24	64.0	6.083	16.34100	9988.2	25.0
25	66.0	6.099	16.67400	10001.0	25.0
26	68.0	6.031	17.00700	9989.6	25.0
27	70.0	6.031	17.34000	9998.0	25.0
28	72.0	6.012	17.67300	9994.3	25.0
29	74.0	5.975	18.00600	9996.3	25.0
30	76.0	5.868	18.34000	9994.9	25.0
31	78.0	5.964	18.67300	9990.4	25.0
32	80.0	5.934	19.00600	10001.0	25.0
33	82.0	5.860	19.33900	9989.6	25.0
34	84.0	5.915	19.67200	9994.2	25.0
35	86.0	5.901	20.00000	9996.5	25.0
36	107.3	5.935	20.00700	9967.4	25.0
37	108.0	5.935	20.12400	9592.0	25.0
38	110.0	5.862	20.45700	9850.5	25.0
39	112.0	5.811	20.79000	9992.0	25.0
40	114.0	5.807	21.12400	9999.2	25.0
41	116.0	5.711	21.45700	9988.2	25.0
42	118.0	5.767	21.79000	9996.0	25.0
43	120.0	5.750	22.12300	9993.1	25.0
44	122.0	5.664	22.45600	9994.0	25.0
45	124.0	5.608	22.78900	9996.5	25.0
46	126.0	5.634	23.12200	9990.6	25.0
47	128.0	5.574	23.45600	9999.2	25.0
48	130.0	5.569	23.78900	9988.2	25.0
49	132.0	5.610	24.12200	9992.7	25.0
50	134.0	5.504	24.45500	9995.2	25.0
51	136.0	5.492	24.78800	9991.1	25.0
52	138.0	5.520	25.12100	9998.5	25.0
53	140.0	5.450	25.45400	9990.9	25.0
54	142.0	5.336	25.78800	9997.3	25.0
55	144.0	5.330	26.12100	9989.3	25.0
56	146.0	5.231	26.45400	10001.9	25.0
57	148.0	5.302	26.78700	9989.6	25.0
58	150.0	5.184	27.12000	9994.2	25.0
59	152.0	5.219	27.45300	9996.5	25.0
60	154.0	5.019	27.78600	9993.0	25.0
61	156.0	5.021	28.06400	9008.0	25.0
62	158.0	5.104	28.20400	4739.7	25.0
63	160.0	5.130	28.31100	2388.9	25.0
64	162.0	5.141	28.47500	4762.3	25.0
65	164.0	5.058	28.68800	6265.9	25.0
66	166.0	4.931	28.89500	6524.0	25.0
67	168.0	4.922	29.15500	6971.4	25.0
68	170.0	4.885	29.47700	9885.0	25.0
69	172.0	4.721	29.59200	4667.2	25.0
70	174.0	4.761	29.69300	2103.2	25.0
71	176.0	4.728	29.86000	4672.3	25.0
72	198.5	4.884	30.01100	6390.0	25.0
73	200.0	4.830	30.23400	8250.2	25.0
74	202.0	4.588	30.45300	7881.9	25.0
75	204.0	4.523	30.53200	2117.9	25.0
76	206.0	4.589	30.65200	3236.3	25.0
77	208.0	4.547	30.84300	5475.3	25.0
78	210.0	4.490	31.05500	6548.5	25.0
